epoch,step,train_loss
0,49,0.04328304901719093
0,99,0.03100915066897869
0,149,0.02323177084326744
0,199,0.020930491387844086
0,249,0.02010532282292843
0,299,0.014387674629688263
0,349,0.01831086538732052
0,399,0.015366229228675365
0,449,0.014551818370819092
0,499,0.013470573350787163
0,549,0.011616505682468414
0,599,0.011661147698760033
0,649,0.009969093836843967
0,699,0.010333295911550522
0,749,0.010439516045153141
0,799,0.01229166891425848
0,849,0.010337192565202713
0,899,0.009212322533130646
0,949,0.008395166136324406
0,999,0.008548815734684467
0,1049,0.009720134548842907
0,1099,0.009823468513786793
0,1149,0.009743792936205864
0,1199,0.006660832092165947
0,1249,0.010768233798444271
0,1299,0.007113329600542784
0,1349,0.010122522711753845
0,1399,0.008366619236767292
0,1449,0.007629013154655695
0,1499,0.0073689185082912445
0,1549,0.006037656217813492
0,1599,0.006625064183026552
0,1649,0.007286782842129469
0,1699,0.008182589896023273
0,1749,0.007158901076763868
0,1799,0.00920910108834505
0,1849,0.006588150281459093
0,1899,0.0054593500681221485
0,1949,0.007337960880249739
0,1999,0.006212971638888121
0,2049,0.006869334727525711
0,2099,0.005669527221471071
0,2149,0.006885840091854334
0,2199,0.004947104956954718
0,2249,0.007310330867767334
0,2299,0.007247686851769686
0,2349,0.0054737902246415615
0,2399,0.00805717520415783
1,2449,0.005591257009655237
1,2499,0.006935352925211191
1,2549,0.005024654790759087
1,2599,0.005813331808894873
1,2649,0.005055390298366547
1,2699,0.005459147971123457
1,2749,0.006556996144354343
1,2799,0.00523944990709424
1,2849,0.005936488974839449
1,2899,0.005730038974434137
1,2949,0.006090588867664337
1,2999,0.005708606913685799
1,3049,0.005311707500368357
1,3099,0.00578709039837122
1,3149,0.004891553428024054
1,3199,0.005896488204598427
1,3249,0.00563911022618413
1,3299,0.0053983889520168304
1,3349,0.0051724957302212715
1,3399,0.004469841253012419
1,3449,0.005262427963316441
1,3499,0.005383043084293604
1,3549,0.004528555553406477
1,3599,0.0045112986117601395
1,3649,0.004923149943351746
1,3699,0.0052725872956216335
1,3749,0.005050059873610735
1,3799,0.0060457526706159115
