epoch,step,train_loss
0,49,0.03544994443655014
0,99,0.027934568002820015
0,149,0.023676816374063492
0,199,0.019826261326670647
0,249,0.01672508381307125
0,299,0.014511913992464542
0,349,0.014130894094705582
0,399,0.01054135337471962
0,449,0.011931594461202621
0,499,0.010912277735769749
0,549,0.011349936947226524
0,599,0.009492674842476845
0,649,0.010554560460150242
0,699,0.010751395486295223
0,749,0.00913623720407486
0,799,0.008134271018207073
0,849,0.009785931557416916
0,899,0.008102833293378353
0,949,0.009338165633380413
0,999,0.010940100997686386
0,1049,0.010055397637188435
0,1099,0.00849064253270626
0,1149,0.007116185966879129
0,1199,0.007369017694145441
0,1249,0.009315676055848598
0,1299,0.007459405343979597
0,1349,0.009005922824144363
0,1399,0.007265318185091019
0,1449,0.008866624906659126
0,1499,0.008390875533223152
0,1549,0.007413680665194988
0,1599,0.007361540570855141
0,1649,0.006292132195085287
0,1699,0.007459597662091255
0,1749,0.006455272436141968
0,1799,0.0074951061978936195
0,1849,0.006415124516934156
0,1899,0.0052352468483150005
0,1949,0.005681173875927925
0,1999,0.00618863245472312
0,2049,0.006226316560059786
0,2099,0.0058840359561145306
0,2149,0.006162238772958517
0,2199,0.005744484253227711
0,2249,0.0052629862911999226
0,2299,0.0068962424993515015
0,2349,0.006548132747411728
0,2399,0.00542290136218071
1,2449,0.005372228100895882
1,2499,0.006097213365137577
1,2549,0.007204838562756777
1,2599,0.005656323861330748
1,2649,0.005135317798703909
1,2699,0.00563705712556839
1,2749,0.006263580173254013
1,2799,0.005206677131354809
1,2849,0.0056754513643682
1,2899,0.006106974091380835
1,2949,0.005447451025247574
1,2999,0.0044607073068618774
1,3049,0.005218973848968744
1,3099,0.004967378918081522
1,3149,0.004706905223429203
1,3199,0.0051612756215035915
1,3249,0.005551433190703392
1,3299,0.0038920457009226084
1,3349,0.005502094514667988
1,3399,0.005322635639458895
1,3449,0.0050220787525177
1,3499,0.005611753556877375
1,3549,0.005447407253086567
1,3599,0.004979359917342663
1,3649,0.004993470385670662
1,3699,0.004406079184263945
1,3749,0.004744126461446285
1,3799,0.0048688179813325405
1,3849,0.005240669474005699
1,3899,0.005557673051953316
1,3949,0.0061416891403496265
1,3999,0.005262479651719332
1,4049,0.004217391833662987
1,4099,0.005071680527180433
1,4149,0.005112367682158947
