Model,Class,MSE,SSIM,PSNR
CIFAR100_PCKTAE_100_2.pth,9,0.22005364195257426,0.03082468256575521,6.845052291622879
CIFAR100_PCKTAE_100_3.pth,0,0.2074433236941695,0.016627272752462886,7.519014523699773
CIFAR100_PCKTAE_100_3.pth,1,0.2556093754135072,0.01886554428935051,6.3403856223495065
CIFAR100_PCKTAE_100_3.pth,2,0.2153778366819024,0.014901891611050815,7.41266060694905
CIFAR100_PCKTAE_100_3.pth,3,0.23889032474160193,0.02281841627182439,6.801555304685292
CIFAR100_PCKTAE_100_3.pth,4,0.2147353139333427,0.004565625334973447,7.365373300310497
CIFAR100_PCKTAE_100_3.pth,5,0.21616659978032113,0.04072106428304687,7.179454202292634
CIFAR100_PCKTAE_100_3.pth,6,0.25350620060786605,0.00021988125104689972,6.602177491564293
CIFAR100_PCKTAE_100_3.pth,7,0.20763820193335414,0.037166260140598754,7.25190507989843
CIFAR100_PCKTAE_100_3.pth,8,0.18104268682561814,0.024770769334281795,7.903607931781696
CIFAR100_PCKTAE_100_3.pth,9,0.2195642273686826,0.031884815202094616,6.852633900241078
CIFAR100_PCKTAE_1000_1.pth,0,0.2100350251495838,0.010097125330357812,7.455209797783913
CIFAR100_PCKTAE_1000_1.pth,1,0.2584498552940786,0.015582798371789977,6.285998967775899
CIFAR100_PCKTAE_1000_1.pth,2,0.21710060044378043,0.011895589734893292,7.371591201575499
CIFAR100_PCKTAE_1000_1.pth,3,0.24065864157676697,0.021029167239554225,6.761546929026023
CIFAR100_PCKTAE_1000_1.pth,4,0.21610266448557378,0.002855290867970325,7.329431513494874
CIFAR100_PCKTAE_1000_1.pth,5,0.21852604542300105,0.037005840627360155,7.119135081890919
CIFAR100_PCKTAE_1000_1.pth,6,0.2552403861433268,-0.0011213901954470202,6.5644545596341075
CIFAR100_PCKTAE_1000_1.pth,7,0.20995249254256487,0.032542973181058185,7.195654156342015
CIFAR100_PCKTAE_1000_1.pth,8,0.1831564323808998,0.017440438513236588,7.849375150979499
CIFAR100_PCKTAE_1000_1.pth,9,0.22235560389235615,0.02589583804528229,6.79442547438081
CIFAR100_PCKTAE_1000_2.pth,0,0.20897546922788024,0.014848255477845669,7.477817672836341
CIFAR100_PCKTAE_1000_2.pth,1,0.25801251154020427,0.017435519766877405,6.297594706964111
CIFAR100_PCKTAE_1000_2.pth,2,0.21757631558552384,0.012467840835510287,7.366056918705356
CIFAR100_PCKTAE_1000_2.pth,3,0.24126380683854223,0.021057397761091123,6.7551599713766475
CIFAR100_PCKTAE_1000_2.pth,4,0.217446184001863,0.0031640128458384426,7.304490071506508
CIFAR100_PCKTAE_1000_2.pth,5,0.21803494441136717,0.038873115202179176,7.138703491946568
CIFAR100_PCKTAE_1000_2.pth,6,0.25644608594477175,-0.0010973937647650019,6.545488013029344
CIFAR100_PCKTAE_1000_2.pth,7,0.20972498866543174,0.03524640039051883,7.2070213646291
CIFAR100_PCKTAE_1000_2.pth,8,0.18227226479724049,0.021925657521933317,7.873424930479928
CIFAR100_PCKTAE_1000_2.pth,9,0.22123966730758549,0.029271710028871894,6.816909844901779
CIFAR100_PCKTAE_1000_3.pth,0,0.21169778862968086,0.011054659669753164,7.4333557616990955
CIFAR100_PCKTAE_1000_3.pth,1,0.2585973326228559,0.014855862421100027,6.277566433200784
CIFAR100_PCKTAE_1000_3.pth,2,0.21551534917391837,0.012530345558363479,7.414088589527895
CIFAR100_PCKTAE_1000_3.pth,3,0.24086177029460668,0.02058051412673376,6.754216861878616
CIFAR100_PCKTAE_1000_3.pth,4,0.21333793158456682,0.005221893608570099,7.387574885576457
CIFAR100_PCKTAE_1000_3.pth,5,0.2182972115650773,0.035702042372140565,7.126715945829533
CIFAR100_PCKTAE_1000_3.pth,6,0.2528526964522898,0.0005371860479353927,6.60091080864578
CIFAR100_PCKTAE_1000_3.pth,7,0.21028156295791267,0.031841575867205395,7.184634182333026
CIFAR100_PCKTAE_1000_3.pth,8,0.1844256898481399,0.018921768477535808,7.820332374085577
CIFAR100_PCKTAE_1000_3.pth,9,0.22336339528486132,0.026546443328319583,6.771031679833036
CIFAR100_PCKTAE_500_1.pth,0,0.2081973201595247,0.016284880902734587,7.488828127708551
CIFAR100_PCKTAE_500_1.pth,1,0.2572666217572987,0.01696269439952448,6.314861790184141
CIFAR100_PCKTAE_500_1.pth,2,0.21751488169655203,0.014259189232543577,7.364327755405151
CIFAR100_PCKTAE_500_1.pth,3,0.24093907043337823,0.022943708713981322,6.762470389778053
CIFAR100_PCKTAE_500_1.pth,4,0.21821848236769437,0.004749035672866739,7.294476868522785
CIFAR100_PCKTAE_500_1.pth,5,0.2177884933166206,0.04031536120886449,7.145549941897606
CIFAR100_PCKTAE_500_1.pth,6,0.25671705762296915,-0.0011555959590477869,6.543134135522988
CIFAR100_PCKTAE_500_1.pth,7,0.20901166818663477,0.03665731257590232,7.22357792568709
CIFAR100_PCKTAE_500_1.pth,8,0.18196812861412764,0.02317900869238656,7.876328234333318
CIFAR100_PCKTAE_500_1.pth,9,0.22013818895071746,0.03107671137654688,6.841207340044716
CIFAR100_PCKTAE_500_3.pth,0,0.20605810057744384,0.013678181726427284,7.516705519064344
CIFAR100_PCKTAE_500_3.pth,1,0.2565546590201557,0.016740839654114097,6.30548482963237
CIFAR100_PCKTAE_500_3.pth,2,0.21240367099270224,0.013464403417077846,7.449909099470531
CIFAR100_PCKTAE_500_3.pth,3,0.23822409059479832,0.02138461582211312,6.794750034682118
CIFAR100_PCKTAE_500_3.pth,4,0.21244552554562687,0.004967027101840358,7.3951005462315615
CIFAR100_PCKTAE_500_3.pth,5,0.21628000786155463,0.037512278677197176,7.161394075529617
CIFAR100_PCKTAE_500_3.pth,6,0.2509114724136889,0.0016531479731929722,6.628460001641909
CIFAR100_PCKTAE_500_3.pth,7,0.2088995772637427,0.03297027337865438,7.210315788866559
CIFAR100_PCKTAE_500_3.pth,8,0.18231497727148235,0.02186245547438739,7.867658460562664
CIFAR100_PCKTAE_500_3.pth,9,0.22256096486374735,0.02704527766921092,6.782135154407548
CIFAR100_PCKTAE_500_2.pth,0,0.21053999944403767,0.013507913535140687,7.4555401024653385
CIFAR100_PCKTAE_500_2.pth,1,0.2577255902029574,0.016479512458317913,6.302218898715858
CIFAR100_PCKTAE_500_2.pth,2,0.2162837221622467,0.012833851199480705,7.402785759948438
CIFAR100_PCKTAE_500_2.pth,3,0.24044183936342597,0.021181505987537094,6.774147362791999
CIFAR100_PCKTAE_500_2.pth,4,0.2152305177114904,0.003961807013605721,7.360865396449415
CIFAR100_PCKTAE_500_2.pth,5,0.2175781319141388,0.038369039141689425,7.152196766655818
CIFAR100_PCKTAE_500_2.pth,6,0.25432561679184434,-0.0009328156954725273,6.587974424028416
CIFAR100_PCKTAE_500_2.pth,7,0.20902126370742918,0.0353679384366842,7.2197765498084046
CIFAR100_PCKTAE_500_2.pth,8,0.18358614552766084,0.0217863212338998,7.842000897084492
CIFAR100_PCKTAE_500_2.pth,9,0.2216972882412374,0.029974022625247017,6.808180880998213
CIFAR10_PCKTAE_500_3.pth,0,0.20723853618651628,0.023339343452069443,7.559846423732426
CIFAR10_PCKTAE_500_3.pth,1,0.25256065828725693,0.022577757334918715,6.392502888036254
CIFAR10_PCKTAE_500_3.pth,2,0.20993588097766042,0.014744309727451764,7.535263273212962
CIFAR10_PCKTAE_500_3.pth,3,0.23550865517556668,0.02350041105807759,6.862324017142474
CIFAR10_PCKTAE_500_3.pth,4,0.20710165729001165,0.00589471823500935,7.524794063428168
CIFAR10_PCKTAE_500_3.pth,5,0.2139306698963046,0.03748197104118299,7.225455216038981
CIFAR10_PCKTAE_500_3.pth,6,0.2461154922246933,0.001861626093625091,6.730762160357586
CIFAR10_PCKTAE_500_3.pth,7,0.20515110225602984,0.03575535772694275,7.307004441205646
CIFAR10_PCKTAE_500_3.pth,8,0.18033578521758317,0.03407302716944832,7.938314761810601
CIFAR10_PCKTAE_500_3.pth,9,0.21983792980015276,0.03612903196905973,6.847181371197294
CIFAR10_PCKTAE_500_2.pth,0,0.20675405169650912,0.022472453768539707,7.573266758629392
CIFAR10_PCKTAE_500_2.pth,1,0.25227300203591585,0.02231438553263433,6.395153240033398
CIFAR10_PCKTAE_500_2.pth,2,0.20933797933720052,0.015609135915059595,7.547766303211469
CIFAR10_PCKTAE_500_2.pth,3,0.2354374714270234,0.023422393374727107,6.862424272961833
CIFAR10_PCKTAE_500_2.pth,4,0.2067924601174891,0.006603517799114343,7.5310925848821055
CIFAR10_PCKTAE_500_2.pth,5,0.21402879923209547,0.03696241106733214,7.2198188200925335
CIFAR10_PCKTAE_500_2.pth,6,0.24600858146697283,0.0019252559754531831,6.728041047415469
CIFAR10_PCKTAE_500_2.pth,7,0.2050065842010081,0.036524235584191045,7.30811807070127
CIFAR10_PCKTAE_500_2.pth,8,0.17957968328334392,0.03159680053318152,7.962561744392434
CIFAR10_PCKTAE_500_2.pth,9,0.21955653489753604,0.03574532799434382,6.852363444192588
CIFAR10_PCKTAE_500_1.pth,0,0.20640541419386862,0.023377600254607386,7.571055018225101
CIFAR10_PCKTAE_500_1.pth,1,0.25336459850892423,0.02261266030068509,6.379280168181932
CIFAR10_PCKTAE_500_1.pth,2,0.21070629699714483,0.014894211813691072,7.523366047236702
CIFAR10_PCKTAE_500_1.pth,3,0.2362457344569266,0.02285654297308065,6.85140949167074
CIFAR10_PCKTAE_500_1.pth,4,0.20911992303282023,0.0063943452498642726,7.489219178526845
CIFAR10_PCKTAE_500_1.pth,5,0.21442936708405613,0.0390323563956772,7.215403411772703
CIFAR10_PCKTAE_500_1.pth,6,0.24815798541530967,0.0017435244363732637,6.694619560819815
CIFAR10_PCKTAE_500_1.pth,7,0.20547198112681508,0.038671316484571436,7.30045252900151
CIFAR10_PCKTAE_500_1.pth,8,0.1800380766876042,0.03369801474103588,7.944993271709202
CIFAR10_PCKTAE_500_1.pth,9,0.21953239418938755,0.0365445284958696,6.854339665477411
CIFAR10_PCKTAE_1000_2.pth,0,0.20735640569776298,0.019670268847374245,7.538021318675253
CIFAR10_PCKTAE_1000_2.pth,1,0.25469030342251064,0.020071794372575825,6.352177762222308
CIFAR10_PCKTAE_1000_2.pth,2,0.21214048227481544,0.013996166112367064,7.484553186429771
CIFAR10_PCKTAE_1000_2.pth,3,0.23744106180593372,0.0219543385739089,6.8254126320929664
CIFAR10_PCKTAE_1000_2.pth,4,0.21055012395977973,0.005514734081341885,7.451846370220387
CIFAR10_PCKTAE_1000_2.pth,5,0.2155812836587429,0.035975781398476105,7.188595036340423
CIFAR10_PCKTAE_1000_2.pth,6,0.24961200695857405,0.0015054690547985955,6.664100614156616
CIFAR10_PCKTAE_1000_2.pth,7,0.2070667678937316,0.03452110536803957,7.261463659237546
CIFAR10_PCKTAE_1000_2.pth,8,0.18090799672715366,0.027699963312537875,7.9175120216209836
CIFAR10_PCKTAE_1000_2.pth,9,0.22051095687970518,0.033039753272838424,6.831712098201584
CIFAR10_PCKTAE_1000_3.pth,0,0.20783462968096136,0.020762691632029602,7.5379344698278175
CIFAR10_PCKTAE_1000_3.pth,1,0.25444197735190394,0.0191638992583612,6.354151881598385
CIFAR10_PCKTAE_1000_3.pth,2,0.21151005931571126,0.013060267202090471,7.497830516730792
CIFAR10_PCKTAE_1000_3.pth,3,0.23707634752243759,0.020895941084367223,6.829109950076426
CIFAR10_PCKTAE_1000_3.pth,4,0.20920641142502427,0.004829767210641876,7.476064830793229
CIFAR10_PCKTAE_1000_3.pth,5,0.21552531310543419,0.034050464092521,7.187016462755547
CIFAR10_PCKTAE_1000_3.pth,6,0.24872967818751932,0.0006736781994113698,6.678917407233564
CIFAR10_PCKTAE_1000_3.pth,7,0.20685902278125287,0.03251923660386819,7.265618913693641
CIFAR10_PCKTAE_1000_3.pth,8,0.18092659669928252,0.030776379398768768,7.921300196318746
CIFAR10_PCKTAE_1000_3.pth,9,0.22099807040765881,0.032201111059985126,6.822593765589647
CIFAR10_PCKTAE_1000_1.pth,0,0.20893534448742868,0.022099098678998418,7.539818834360411
CIFAR10_PCKTAE_1000_1.pth,1,0.25293109882995485,0.020878520538448356,6.3826505009863785
CIFAR10_PCKTAE_1000_1.pth,2,0.20881702573411168,0.015351062996778637,7.576171684397702
CIFAR10_PCKTAE_1000_1.pth,3,0.23517804510146378,0.02238922968064435,6.872528843175329
CIFAR10_PCKTAE_1000_1.pth,4,0.20465033961459994,0.0076480066577205436,7.590706900722369
CIFAR10_PCKTAE_1000_1.pth,5,0.21390072643756866,0.03702378721698187,7.229832908661403
CIFAR10_PCKTAE_1000_1.pth,6,0.24428560797311366,0.00350841195799876,6.771825574020374
CIFAR10_PCKTAE_1000_1.pth,7,0.2053238100335002,0.03608544427284505,7.303226151065499
CIFAR10_PCKTAE_1000_1.pth,8,0.18182278074510397,0.032102218121523036,7.909112310901607
CIFAR10_PCKTAE_1000_1.pth,9,0.22095569662749767,0.03410807081975509,6.823990108109024
CIFAR10_PCKTAE_100_2.pth,0,0.205485538803041,0.023743148363835644,7.589759244220666
CIFAR10_PCKTAE_100_2.pth,1,0.2522784285508096,0.02200088333862368,6.400945763350349
CIFAR10_PCKTAE_100_2.pth,2,0.2103388747405261,0.015084839319984894,7.536493239076918
CIFAR10_PCKTAE_100_2.pth,3,0.23546613660827279,0.0235171597712324,6.87044211534681
CIFAR10_PCKTAE_100_2.pth,4,0.2086470509916544,0.005792936399113387,7.504827935165119
CIFAR10_PCKTAE_100_2.pth,5,0.21364158959686755,0.03970802472624928,7.236091970930598
CIFAR10_PCKTAE_100_2.pth,6,0.24772295086085797,0.0007894925259752199,6.706440832499399
CIFAR10_PCKTAE_100_2.pth,7,0.20479793618246914,0.03799279706535162,7.3187752439919
CIFAR10_PCKTAE_100_2.pth,8,0.17923605124652386,0.03314959156094119,7.963543426881229
CIFAR10_PCKTAE_100_2.pth,9,0.21840228966251016,0.036671865835553034,6.878775491714518
CIFAR10_PCKTAE_100_3.pth,0,0.20564775416254996,0.024285881911288016,7.583372959340769
CIFAR10_PCKTAE_100_3.pth,1,0.25284421288967135,0.02254051272565266,6.3897068685064
CIFAR10_PCKTAE_100_3.pth,2,0.21150718726217746,0.014778394679888151,7.499893667703798
CIFAR10_PCKTAE_100_3.pth,3,0.23646023478358985,0.023098181268083863,6.847303628215513
CIFAR10_PCKTAE_100_3.pth,4,0.21058062547817827,0.005987971696886234,7.457330943788345
CIFAR10_PCKTAE_100_3.pth,5,0.21463413923233748,0.03851578812749358,7.211714275777837
CIFAR10_PCKTAE_100_3.pth,6,0.24963664494082333,0.0007731222661677748,6.6702877060897485
CIFAR10_PCKTAE_100_3.pth,7,0.2056321367509663,0.03643535381101538,7.297896854421702
CIFAR10_PCKTAE_100_3.pth,8,0.17914065264537932,0.03421546247822698,7.964854898854426
CIFAR10_PCKTAE_100_3.pth,9,0.21846453956142067,0.03639603137783706,6.875553870574462
CIFAR10_PCKTAE_100_1.pth,0,0.20813853829354048,0.02344392638967838,7.548634269345972
CIFAR10_PCKTAE_100_1.pth,1,0.2511549734957516,0.02307807026000228,6.414987730692688
CIFAR10_PCKTAE_100_1.pth,2,0.20815498853288592,0.015771970205940306,7.581656203102355
CIFAR10_PCKTAE_100_1.pth,3,0.23360746512934566,0.024821107728406788,6.90097431882412
CIFAR10_PCKTAE_100_1.pth,4,0.20433545093238353,0.007066027039196342,7.589916803217998
CIFAR10_PCKTAE_100_1.pth,5,0.2125751109905541,0.039027963910484686,7.25359445503947
CIFAR10_PCKTAE_100_1.pth,6,0.24357860805653037,0.002190272632986307,6.77897184201808
CIFAR10_PCKTAE_100_1.pth,7,0.20397980158403517,0.0367198843669612,7.332614525492939
CIFAR10_PCKTAE_100_1.pth,8,0.18033204627409577,0.03438708276633406,7.942693329529245
CIFAR10_PCKTAE_100_1.pth,9,0.21927609102800488,0.0366284895214485,6.858492648574091
