Dataset,Model,Latent Size,Seed,Loss
MNIST,PCKTAE,10,3,0.007006797269344139
MNIST,PCKTAE,10,3,0.00698871762037023
MNIST,PCKTAE,10,3,0.006982447688719993
MNIST,PCKTAE,10,3,0.006979574986509105
MNIST,PCKTAE,10,3,0.006977942261868703
MNIST,PCKTAE,10,3,0.006977102417411453
MNIST,PCKTAE,10,3,0.006976327098318255
MNIST,PCKTAE,10,3,0.00697557497988028
MNIST,PCKTAE,10,3,0.006974148541204393
MNIST,PCKTAE,10,3,0.00697408377556309
MNIST,PCKTAE,10,3,0.006974239635076731
MNIST,PCKTAE,10,3,0.00697339071072082
MNIST,PCKTAE,10,3,0.006972975296172888
MNIST,PCKTAE,10,3,0.006973322276383448
MNIST,PCKTAE,10,3,0.006972892294282407
MNIST,PCKTAE,10,3,0.006972591832542279
MNIST,PCKTAE,10,3,0.006972776703051985
MNIST,PCKTAE,10,3,0.006972482910494942
MNIST,PCKTAE,10,3,0.006854290012977546
MNIST,PCKTAE,30,3,0.007406430729011547
MNIST,PCKTAE,30,3,0.007009717374682617
MNIST,PCKTAE,30,3,0.006881697236427239
MNIST,PCKTAE,30,3,0.0068724471767907585
MNIST,PCKTAE,30,3,0.006867554048691858
MNIST,PCKTAE,30,3,0.006865058470565055
MNIST,PCKTAE,30,3,0.006863309701940398
MNIST,PCKTAE,30,3,0.006860712538165515
MNIST,PCKTAE,30,3,0.00685931985447211
MNIST,PCKTAE,30,3,0.006858839329753095
MNIST,PCKTAE,30,3,0.0068585308256751696
MNIST,PCKTAE,30,3,0.006857350964083283
MNIST,PCKTAE,30,3,0.0068569166440842376
MNIST,PCKTAE,30,3,0.006856602127117707
MNIST,PCKTAE,30,3,0.00685625314724439
MNIST,PCKTAE,30,3,0.0068562952255500536
MNIST,PCKTAE,30,3,0.006855348430907548
MNIST,PCKTAE,30,3,0.006855807819171374
MNIST,PCKTAE,30,3,0.0068553683580334255
MNIST,PCKTAE,30,3,0.006854899300099499
MNIST,PCKTAE,30,3,0.006693113117797088
MNIST,PCKTAE,50,3,0.007279313827700007
MNIST,PCKTAE,50,3,0.006910732720913028
MNIST,PCKTAE,50,3,0.006856240272553745
MNIST,PCKTAE,50,3,0.006841648001668614
MNIST,PCKTAE,50,3,0.006837673218194038
MNIST,PCKTAE,50,3,0.006834602943544131
MNIST,PCKTAE,50,3,0.006832963190297646
MNIST,PCKTAE,50,3,0.0068316641760104374
MNIST,PCKTAE,50,3,0.00683058683436785
MNIST,PCKTAE,50,3,0.006829118498090678
MNIST,PCKTAE,50,3,0.006828946597588215
MNIST,PCKTAE,50,3,0.006828312459252854
MNIST,PCKTAE,50,3,0.0068272725720681365
MNIST,PCKTAE,50,3,0.006827804305628419
MNIST,PCKTAE,50,3,0.006827116847586339
MNIST,PCKTAE,50,3,0.006826663622136182
MNIST,PCKTAE,50,3,0.006826832468536045
MNIST,PCKTAE,50,3,0.006826532632311079
MNIST,PCKTAE,50,3,0.006826858834496566
MNIST,PCKTAE,50,3,0.0068263776018532485
MNIST,PCKTAE,50,3,0.006636360954917684
