dataset,model1,model2,mapping,lambda,num_samples,sampling_strategy,original_MSE_loss,MSE_loss,MSE_loss_transformed,class
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Affine,0.1,50,equally,0.1635139137506485,0.18977825343608856,0.018213903531432152,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Affine,0.1,50,outliers,0.16361041367053986,0.18396849930286407,0.018408063799142838,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Affine,0.1,50,worst_classes,0.1636611521244049,0.1842586100101471,0.01876618154346943,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Affine,0,50,convex_hull,0.16347716748714447,0.17923542857170105,0.025121543556451797,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Affine,0,50,equally,0.163610577583313,0.1824556142091751,0.021699130535125732,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Affine,0,50,outliers,0.16363658010959625,0.1817082315683365,0.023500977084040642,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Affine,0,50,worst_classes,0.16350114345550537,0.1829703450202942,0.02445739321410656,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,100,convex_hull,0.16357995569705963,0.16354036331176758,0.02915232814848423,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,100,equally,0.1635105460882187,0.16340631246566772,0.03131416440010071,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,100,outliers,0.1635507047176361,0.16577337682247162,0.028338292613625526,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,100,worst_classes,0.16362833976745605,0.16541489958763123,0.03124479204416275,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,100,convex_hull,0.16354158520698547,0.1634693592786789,0.02936912514269352,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,100,equally,0.16353890299797058,0.16346894204616547,0.03054068796336651,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,100,outliers,0.16352181136608124,0.1654721349477768,0.02808312326669693,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,100,worst_classes,0.16354192793369293,0.1647132933139801,0.030967628583312035,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,100,convex_hull,0.16348423063755035,0.1740097850561142,0.025366337969899178,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,100,equally,0.16363562643527985,0.1727256178855896,0.02387755550444126,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,100,outliers,0.1634552925825119,0.170606791973114,0.02611284889280796,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,100,worst_classes,0.16357725858688354,0.17269113659858704,0.025672974064946175,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,10,convex_hull,0.1635834127664566,0.17482955753803253,0.034861188381910324,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,10,equally,0.16352900862693787,0.17712576687335968,0.021985717117786407,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,10,outliers,0.1636206954717636,0.1685819774866104,0.027913974598050117,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,10,worst_classes,0.16358080506324768,0.17550185322761536,0.03709128499031067,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,10,convex_hull,0.1635683923959732,0.16631823778152466,0.030142681673169136,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,10,equally,0.16349013149738312,0.16451208293437958,0.026666242629289627,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,10,outliers,0.1636558324098587,0.1617751270532608,0.026531396433711052,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,10,worst_classes,0.1636824756860733,0.16618262231349945,0.028997039422392845,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,10,convex_hull,0.163544699549675,0.20254844427108765,0.05019243434071541,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,10,equally,0.1636258214712143,0.2010573297739029,0.02608121931552887,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,10,outliers,0.16350771486759186,0.19679555296897888,0.03164830803871155,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,10,worst_classes,0.16360589861869812,0.20001831650733948,0.031548380851745605,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,200,convex_hull,0.16355334222316742,0.16335102915763855,0.029483040794730186,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,200,equally,0.1634015142917633,0.17739199101924896,0.021865056827664375,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,200,outliers,0.16357554495334625,0.16515617072582245,0.029036758467555046,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,200,worst_classes,0.16344961524009705,0.16500325500965118,0.03229448199272156,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,200,convex_hull,0.16366438567638397,0.16319334506988525,0.029401713982224464,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,200,equally,0.16344070434570312,0.1646191030740738,0.02661907486617565,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,200,outliers,0.1635284274816513,0.16492334008216858,0.028539540246129036,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,200,worst_classes,0.16354186832904816,0.16458092629909515,0.03200159966945648,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,200,convex_hull,0.16359317302703857,0.16985179483890533,0.023727502673864365,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,200,equally,0.16351881623268127,0.2009892761707306,0.02620299905538559,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,200,outliers,0.1636197417974472,0.17011435329914093,0.025291746482253075,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,200,worst_classes,0.16372208297252655,0.16970017552375793,0.02717091329395771,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,300,convex_hull,0.16341006755828857,0.16316133737564087,0.02928948774933815,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,300,equally,0.1634867638349533,0.1644226312637329,0.03024313971400261,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,300,outliers,0.16358274221420288,0.1639937311410904,0.028236228972673416,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,300,worst_classes,0.16350863873958588,0.16502420604228973,0.0312269888818264,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,300,convex_hull,0.16355647146701813,0.16306917369365692,0.029401689767837524,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,300,equally,0.16351868212223053,0.16454195976257324,0.030012097209692,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,300,outliers,0.16340918838977814,0.16409049928188324,0.02802090533077717,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,300,worst_classes,0.16358615458011627,0.16490904986858368,0.03134482726454735,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,300,convex_hull,0.16367287933826447,0.1675982028245926,0.023523174226284027,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,300,equally,0.16363252699375153,0.1699034869670868,0.023338085040450096,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,300,outliers,0.16368165612220764,0.16821104288101196,0.024166855961084366,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,300,worst_classes,0.16356278955936432,0.16812412440776825,0.026089396327733994,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,50,convex_hull,0.16360273957252502,0.16364416480064392,0.02784578874707222,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,50,equally,0.16350187361240387,0.16471239924430847,0.030572541058063507,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,50,outliers,0.16357320547103882,0.16621211171150208,0.03127308562397957,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.01,50,worst_classes,0.16354206204414368,0.16628536581993103,0.032040439546108246,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,50,convex_hull,0.16367881000041962,0.1635926067829132,0.027693279087543488,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,50,equally,0.16361591219902039,0.1639028638601303,0.030611742287874222,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,50,outliers,0.16360650956630707,0.16428019106388092,0.02863200381398201,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0.1,50,worst_classes,0.16358128190040588,0.16562800109386444,0.031495336443185806,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,50,convex_hull,0.16357608139514923,0.17599451541900635,0.02394850179553032,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,50,equally,0.16354122757911682,0.17336760461330414,0.023664962500333786,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,50,outliers,0.16351456940174103,0.1719997227191925,0.03096000663936138,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_1.pth,Linear,0,50,worst_classes,0.1635446399450302,0.17711350321769714,0.024613939225673676,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,100,convex_hull,0.16192680597305298,0.18416540324687958,0.015704356133937836,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,100,equally,0.16204491257667542,0.1831512153148651,0.015879152342677116,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,100,outliers,0.16190391778945923,0.18108637630939484,0.015843914821743965,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,100,worst_classes,0.16194702684879303,0.18116438388824463,0.016557181254029274,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,100,convex_hull,0.16195392608642578,0.18422217667102814,0.01564520224928856,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,100,equally,0.16200341284275055,0.18313643336296082,0.01590060256421566,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,100,outliers,0.16204626858234406,0.18113727867603302,0.015791160985827446,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,100,worst_classes,0.16186091303825378,0.18116341531276703,0.01666838489472866,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,100,convex_hull,0.16180792450904846,0.17623038589954376,0.023465991020202637,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,100,equally,0.16188004612922668,0.17765621840953827,0.02053125575184822,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,100,outliers,0.16194172203540802,0.17656533420085907,0.021092887967824936,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,100,worst_classes,0.16195809841156006,0.1777164787054062,0.022415079176425934,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,10,convex_hull,0.16197170317173004,0.18089623749256134,0.01816127635538578,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,10,equally,0.16191548109054565,0.18871629238128662,0.019152037799358368,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,10,outliers,0.16192510724067688,0.1768912971019745,0.01744484156370163,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,10,worst_classes,0.1618441939353943,0.17760685086250305,0.01833333633840084,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,10,convex_hull,0.16184695065021515,0.18413867056369781,0.016220033168792725,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,10,equally,0.16189636290073395,0.1898445188999176,0.01660189963877201,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,10,outliers,0.161919966340065,0.18131208419799805,0.016093462705612183,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,10,worst_classes,0.16194769740104675,0.17841404676437378,0.016981229186058044,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,10,convex_hull,0.16196374595165253,0.18452130258083344,0.02280413545668125,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,10,equally,0.16195642948150635,0.20167005062103271,0.028859969228506088,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,10,outliers,0.16195043921470642,0.1762925088405609,0.02203310839831829,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,10,worst_classes,0.16193342208862305,0.18089619278907776,0.026180816814303398,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,200,convex_hull,0.16204498708248138,0.18376581370830536,0.015612486749887466,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,200,equally,0.16203972697257996,0.1886804848909378,0.01911287009716034,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,200,outliers,0.1618548482656479,0.18100742995738983,0.015914838761091232,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,200,worst_classes,0.161908358335495,0.18054066598415375,0.01641215942800045,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,200,convex_hull,0.16184450685977936,0.18385620415210724,0.015710489824414253,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,200,equally,0.1619080901145935,0.18988332152366638,0.01665549911558628,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,200,outliers,0.16192114353179932,0.18106293678283691,0.015856660902500153,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.1,200,worst_classes,0.16190265119075775,0.18048244714736938,0.016370443627238274,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,200,convex_hull,0.16195091605186462,0.17536546289920807,0.02101261541247368,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,200,equally,0.16200534999370575,0.2016810178756714,0.028812719509005547,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,200,outliers,0.1619342416524887,0.17462477087974548,0.020353278145194054,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0,200,worst_classes,0.16195878386497498,0.1756269782781601,0.022202035412192345,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,300,convex_hull,0.16198448836803436,0.18302804231643677,0.01565440557897091,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,300,equally,0.16191844642162323,0.18373146653175354,0.01572681963443756,all
FMNIST,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_10_2.pth,models/checkpoints/PCKTAE/FMNIST/FMNIST_PCKTAE_50_2.pth,Affine,0.01,300,outliers,0.1620163470506668,0.1808231770992279,0.015735464170575142,all
